Key,Type,Desc,English,French,Italian,German,Spanish,Japanese,Korean,Polish,Russian,Chinese-Simplified [zh-CN],Portuguese-Brazil [pt-BR],Chinese-Traditional [zh-TW],Czech
Application/Languages/Czech,Text,,Czech,Tchèque,Ceco,Tschechisch,Checo,チェコ語,체코어,Čeština,Чешский язык,捷克语,Tcheco,捷克語,Čeština
